Species	Query Contig	Hit Accession	AlnLen	PercentIDMatch	QStart	QEnd	HStart	HEnd	Evalue	Hit Taxon
Lichtheimia_corymbifera_NRRL_2981	NRRL_2981_plascf_1_covcut_153	NG_062386	1689	87.093	6802	8446	1666	1001	0.0	Backusella variabilis
Lichtheimia_corymbifera_NRRL_2981	NRRL_2981_metscf_108	NG_064991	91	96.703	50662	50752	1098	82	3.29e-35	Lichtheimia hyalospora
Lichtheimia_corymbifera_NRRL_2981	NRRL_2981_metscf_108	NG_063234	91	95.604	50662	50752	1115	80	4.25e-34	Lichtheimia blakesleeana
Lichtheimia_corymbifera_NRRL_2981	NRRL_2981_metscf_108	NG_064997	91	95.604	50662	50752	1063	78	5.50e-33	Lichtheimia sphaerocystis
Lichtheimia_corymbifera_NRRL_2981	NRRL_2981_metscf_116	NG_063234	120	89.167	43178	43295	1769	80	4.11e-34	Lichtheimia blakesleeana
Lichtheimia_corymbifera_NRRL_2981	NRRL_2981_metscf_755	NG_063234	1799	98.054	2964	4758	1	1692	0.0	Lichtheimia blakesleeana
Lichtheimia_corymbifera_NRRL_2981	NRRL_2981_metscf_755	NG_064991	1144	98.077	2982	4122	1	1073	0.0	Lichtheimia hyalospora
Lichtheimia_corymbifera_NRRL_2981	NRRL_2981_metscf_755	NG_064998	1052	98.859	3017	4067	1	1015	0.0	Lichtheimia ramosa
Lichtheimia_corymbifera_NRRL_2981	NRRL_2981_metscf_755	NG_064997	1072	98.041	3016	4085	1	1007	0.0	Lichtheimia sphaerocystis
Lichtheimia_corymbifera_NRRL_2981	NRRL_2981_metscf_755	NG_062386	1689	87.093	2982	4626	1	1001	0.0	Backusella variabilis
Cunninghamella_bertholletiae_NRRL_1377	NRRL_1377_metscf_608	NG_061008	1782	91.751	3814	5585	1762	1326	0.0	Chlamydoabsidia padenii
Cunninghamella_bertholletiae_NRRL_1377	NRRL_1377_metscf_608	NG_065707	1729	91.556	3836	5552	1715	1275	0.0	N/A
Cunninghamella_bertholletiae_NRRL_1377	NRRL_1377_metscf_608	NG_063235	1816	88.051	3800	5603	1787	1144	0.0	Poitrasia circinans
Cunninghamella_bertholletiae_NRRL_1377	NRRL_1377_metscf_608	NG_062386	1801	87.785	3805	5585	1778	1119	0.0	Backusella variabilis
Cunninghamella_bertholletiae_NRRL_1377	NRRL_1377_metscf_608	NG_061009	1781	87.984	3814	5582	1751	1118	0.0	Backusella circina
Cunninghamella_bertholletiae_NRRL_1377	NRRL_1377_metscf_971	NG_065576	240	97.500	1	240	391	222	1.52e-115	Saccharomyces arboricola
Cunninghamella_bertholletiae_NRRL_1377	NRRL_1377_metscf_971	NG_063315	240	97.500	1	240	340	222	1.52e-115	Saccharomyces cerevisiae
Cunninghamella_bertholletiae_NRRL_1377	NRRL_1377_metscf_971	NG_063239	240	97.500	1	240	373	222	1.52e-115	Kazachstania martiniae
Cunninghamella_bertholletiae_NRRL_1377	NRRL_1377_metscf_971	NG_063357	240	97.500	1	240	355	222	1.52e-115	Vanderwaltozyma polyspora
Cunninghamella_bertholletiae_NRRL_1377	NRRL_1377_metscf_971	NG_064821	240	97.500	1	240	394	222	1.52e-115	Kazachstania zonata
Mucor_sp._NRRL_A-18583	NRRL_A-18583_metscf_44	NG_063235	125	91.200	38414	38538	3	90	1.33e-39	Poitrasia circinans
Mucor_sp._NRRL_A-18583	NRRL_A-18583_metscf_44	NG_065486	111	90.991	38396	38506	4	81	1.34e-34	Sporobolomyces foliicola
Mucor_sp._NRRL_A-18583	NRRL_A-18583_metscf_44	NG_063386	111	90.991	38396	38506	4	81	1.34e-34	Fellomyces penicillatus
Mucor_sp._NRRL_A-18583	NRRL_A-18583_metscf_44	NG_063520	110	90.909	38397	38506	1	80	4.83e-34	Sporobolomyces yunnanensis
Mucor_sp._NRRL_A-18583	NRRL_A-18583_metscf_44	NG_062025	101	93.069	38406	38506	2	80	4.83e-34	Trichosporon dermatis
Mucor_sp._NRRL_A-18583	NRRL_A-18583_metscf_579	NG_065591	127	96.850	4962	5088	42	114	1.57e-53	Mucor circinelloides f. griseocyanus
Mucor_sp._NRRL_A-18583	NRRL_A-18583_metscf_579	NG_065590	127	96.850	4962	5088	39	114	1.57e-53	Mucor circinelloides f. lusitanicus
Mucor_sp._NRRL_A-18583	NRRL_A-18583_metscf_579	NG_065588	127	96.850	4962	5088	54	114	1.57e-53	Mucor circinelloides
Mucor_sp._NRRL_A-18583	NRRL_A-18583_metscf_579	NG_065592	127	96.063	4962	5088	42	111	7.28e-52	Mucor circinelloides f. janssenii
Mucor_sp._NRRL_A-18583	NRRL_A-18583_metscf_579	NG_065660	127	95.276	4962	5088	53	107	1.22e-49	Mucor stercorarius
Mucor_sp._NRRL_A-18583	NRRL_A-18583_metscf_832	NG_065588	1747	100.000	6305	8051	1747	1747	0.0	Mucor circinelloides
Mucor_sp._NRRL_A-18583	NRRL_A-18583_metscf_832	NG_065498	1760	99.375	6308	8066	1760	1726	0.0	Mucor racemosus
Mucor_sp._NRRL_A-18583	NRRL_A-18583_metscf_832	NG_065592	1733	99.654	6307	8039	1733	1715	0.0	Mucor circinelloides f. janssenii
Mucor_sp._NRRL_A-18583	NRRL_A-18583_metscf_832	NG_065589	1753	99.258	6300	8051	1753	1713	0.0	Mucor brunneogriseus
Mucor_sp._NRRL_A-18583	NRRL_A-18583_metscf_832	NG_065591	1728	99.363	6314	8039	1728	1694	0.0	Mucor circinelloides f. griseocyanus
Mucor_sp._NRRL_A-18583	NRRL_A-18583_metscf_3177	NG_063315	258	97.674	1	258	623	240	1.62e-125	Saccharomyces cerevisiae
Mucor_sp._NRRL_A-18583	NRRL_A-18583_metscf_3177	NG_064876	258	97.674	1	258	674	240	1.62e-125	Saccharomyces cariocanus
Mucor_sp._NRRL_A-18583	NRRL_A-18583_metscf_3177	NG_064874	258	97.674	1	258	674	240	1.62e-125	Saccharomyces kudriavzevii;Saccharomyces mikatae
Mucor_sp._NRRL_A-18583	NRRL_A-18583_metscf_3177	NG_063104	258	97.674	1	258	674	240	1.62e-125	Saccharomyces bayanus;Saccharomyces paradoxus
Mucor_sp._NRRL_A-18583	NRRL_A-18583_metscf_3177	NG_065576	258	97.287	1	258	674	237	7.52e-124	Saccharomyces arboricola
Modicella_reniformis_MES-2146	MES-2146_plascf_1_covcut_42	NG_070287	1713	95.330	4895	6594	1713	1466	0.0	Mortierella sp. WA18944
Modicella_reniformis_MES-2146	MES-2146_plascf_1_covcut_42	NG_070283	1621	90.932	4969	6565	1617	1166	0.0	Basidiobolus magnus
Modicella_reniformis_MES-2146	MES-2146_plascf_1_covcut_42	NG_070251	996	96.084	5556	6550	996	878	0.0	Mortierella polygonia
Modicella_reniformis_MES-2146	MES-2146_plascf_1_covcut_42	NG_070250	996	95.984	5556	6550	995	875	0.0	Mortierella parvispora
Modicella_reniformis_MES-2146	MES-2146_plascf_1_covcut_42	NG_070242	996	95.984	5556	6550	996	875	0.0	Mortierella stylospora
Modicella_reniformis_MES-2146	MES-2146_metscf_5641	NG_070287	1713	97.198	341	2053	1713	1569	0.0	Mortierella sp. WA18944
Modicella_reniformis_MES-2146	MES-2146_metscf_5641	NG_070795	1637	94.258	431	2060	1637	1351	0.0	N/A
Modicella_reniformis_MES-2146	MES-2146_metscf_5641	NG_070694	1618	93.696	416	2024	1623	1307	0.0	N/A
Modicella_reniformis_MES-2146	MES-2146_metscf_5641	NG_070282	1727	91.893	311	2021	1719	1296	0.0	Basidiobolus heterosporus
Modicella_reniformis_MES-2146	MES-2146_metscf_5641	NG_060986	1788	90.548	303	2077	1778	1269	0.0	Itersonilia perplexans
Modicella_reniformis_MES-2146	MES-2146_metscf_18023	NG_064969	248	87.097	148	394	655	149	9.82e-75	Geranomyces michiganensis
Modicella_reniformis_MES-2146	MES-2146_metscf_18023	NG_062774	248	87.097	148	394	686	149	9.82e-75	Phlyctochytrium californicum
Modicella_reniformis_MES-2146	MES-2146_metscf_18023	NG_070238	248	87.097	148	394	689	149	9.82e-75	N/A
Modicella_reniformis_MES-2146	MES-2146_metscf_18023	NG_070262	248	86.694	148	394	656	147	1.27e-73	Mortierella horticola;Mortierella epicladia
Modicella_reniformis_MES-2146	MES-2146_metscf_18023	NG_070261	248	86.694	148	394	656	147	1.27e-73	Mortierella clonocystis
Rhizopus_sp._NRRL_A-18472	NRRL_A-18472_plascf_2_covcut_0	NG_062621	1757	100.000	5979	7735	1	1757	0.0	Rhizopus oryzae
Rhizopus_sp._NRRL_A-18472	NRRL_A-18472_plascf_2_covcut_0	NG_062622	1757	97.894	5979	7735	1	1646	0.0	Rhizopus caespitosus
Rhizopus_sp._NRRL_A-18472	NRRL_A-18472_plascf_2_covcut_0	NG_062620	1763	97.845	5979	7735	1	1643	0.0	Rhizopus sexualis var. sexualis
Rhizopus_sp._NRRL_A-18472	NRRL_A-18472_plascf_2_covcut_0	NG_064824	1757	97.837	5979	7735	1	1643	0.0	Rhizopus schipperae
Rhizopus_sp._NRRL_A-18472	NRRL_A-18472_plascf_2_covcut_0	NG_062623	1764	97.732	5979	7735	1	1639	0.0	Rhizopus americanus
Rhizopus_sp._NRRL_A-18472	NRRL_A-18472_metscf_1187	NG_062621	1757	100.000	1345	3101	1	1757	0.0	Rhizopus oryzae
Rhizopus_sp._NRRL_A-18472	NRRL_A-18472_metscf_1187	NG_062622	1757	97.894	1345	3101	1	1646	0.0	Rhizopus caespitosus
Rhizopus_sp._NRRL_A-18472	NRRL_A-18472_metscf_1187	NG_062620	1763	97.845	1345	3101	1	1643	0.0	Rhizopus sexualis var. sexualis
Rhizopus_sp._NRRL_A-18472	NRRL_A-18472_metscf_1187	NG_064824	1757	97.837	1345	3101	1	1643	0.0	Rhizopus schipperae
Rhizopus_sp._NRRL_A-18472	NRRL_A-18472_metscf_1187	NG_062623	1764	97.732	1345	3101	1	1639	0.0	Rhizopus americanus
Rhizopus_rhizopodiformis_NRRL_6500	NRRL_6500_metscf_1606	NG_062618	1757	100.000	1730	3486	1	1757	0.0	Rhizopus microsporus var. chinensis;Rhizopus azygosporus
Rhizopus_rhizopodiformis_NRRL_6500	NRRL_6500_metscf_1606	NG_064824	1757	99.659	1730	3486	1	1739	0.0	Rhizopus schipperae
Rhizopus_rhizopodiformis_NRRL_6500	NRRL_6500_metscf_1606	NG_062622	1757	99.374	1730	3486	1	1724	0.0	Rhizopus caespitosus
Rhizopus_rhizopodiformis_NRRL_6500	NRRL_6500_metscf_1606	NG_062624	1757	99.146	1730	3486	1	1711	0.0	Rhizopus homothallicus
Rhizopus_rhizopodiformis_NRRL_6500	NRRL_6500_metscf_1606	NG_062621	1757	97.610	1730	3486	1	1631	0.0	Rhizopus oryzae
Coemansia_sp._RSA_1807	RSA_1807_metscf_476	NG_065601	1753	85.568	2347	4058	14	968	0.0	Coemansia sp. JLT-2013a
Coemansia_sp._RSA_1807	RSA_1807_metscf_476	NG_070865	1084	88.653	3041	4105	738	700	0.0	Myconymphaea yatsukahoi
Coemansia_sp._RSA_1807	RSA_1807_metscf_476	NG_070865	631	89.857	2286	2912	1	433	0.0	Myconymphaea yatsukahoi
Coemansia_sp._RSA_1807	RSA_1807_metscf_476	NG_070867	1087	88.132	3041	4107	734	685	0.0	Pinnaticoemansia coronantispora
Coemansia_sp._RSA_1807	RSA_1807_metscf_476	NG_070867	631	89.699	2283	2912	1	429	0.0	Pinnaticoemansia coronantispora
Coemansia_sp._RSA_1807	RSA_1807_metscf_476	NG_070866	1070	85.327	3038	4091	1217	580	0.0	Mycoemilia scoparia
Coemansia_sp._RSA_1807	RSA_1807_metscf_476	NG_070866	513	83.041	2332	2839	1	244	3.40e-126	Mycoemilia scoparia
Coemansia_sp._RSA_1807	RSA_1807_metscf_476	NG_061005	1063	85.136	3041	4087	719	569	0.0	Spiromyces minutus
Coemansia_sp._RSA_1807	RSA_1807_metscf_476	NG_061005	606	85.149	2306	2907	1	328	6.85e-173	Spiromyces minutus
Haplosporangium_lignicola_NRRL_2525	NRRL_2525_metscf_2150	NG_070287	1713	99.358	1735	3447	1713	1680	0.0	Mortierella sp. WA18944
Haplosporangium_lignicola_NRRL_2525	NRRL_2525_metscf_2150	NG_070795	1673	94.620	1790	3454	1672	1398	0.0	N/A
Haplosporangium_lignicola_NRRL_2525	NRRL_2525_metscf_2150	NG_017168	1789	92.230	1695	3471	1783	1363	0.0	Polychytrium aggregatum
Haplosporangium_lignicola_NRRL_2525	NRRL_2525_metscf_2150	NG_061114	1669	92.990	1741	3398	1664	1310	0.0	Fimicolochytrium jonesii
Haplosporangium_lignicola_NRRL_2525	NRRL_2525_metscf_2150	NG_062391	1669	92.990	1741	3398	1663	1309	0.0	Fimicolochytrium alabamae
Haplosporangium_lignicola_NRRL_2525	NRRL_2525_metscf_3664	NG_070287	125	89.600	194	317	1625	85	8.11e-39	Mortierella sp. WA18944
Haplosporangium_lignicola_NRRL_2525	NRRL_2525_metscf_3664	NG_017176	125	88.800	194	317	1334	82	3.78e-37	Olpidium brassicae
Haplosporangium_lignicola_NRRL_2525	NRRL_2525_metscf_3664	NG_060996	125	88.000	194	317	1621	79	1.76e-35	Calcarisporiella thermophila
Rhizopus_stolonifer_NRRL_66459	NRRL_66459_metscf_1015	NG_065498	123	87.805	6913	7033	236	76	1.05e-32	Mucor racemosus
Rhizopus_stolonifer_NRRL_66459	NRRL_66459_metscf_1015	NG_065589	124	87.097	6913	7033	222	74	1.36e-31	Mucor brunneogriseus
Rhizopus_stolonifer_NRRL_66459	NRRL_66459_metscf_1367	NG_062623	1770	98.079	5291	7052	1761	1659	0.0	Rhizopus americanus
Rhizopus_stolonifer_NRRL_66459	NRRL_66459_metscf_1367	NG_062620	1766	98.018	5291	7052	1757	1654	0.0	Rhizopus sexualis var. sexualis
Rhizopus_stolonifer_NRRL_66459	NRRL_66459_metscf_1367	NG_062621	1762	97.616	5291	7052	1757	1633	0.0	Rhizopus oryzae
Rhizopus_stolonifer_NRRL_66459	NRRL_66459_metscf_1367	NG_062622	1763	95.973	5291	7052	1757	1546	0.0	Rhizopus caespitosus
Rhizopus_stolonifer_NRRL_66459	NRRL_66459_metscf_1367	NG_064824	1763	95.859	5291	7052	1757	1540	0.0	Rhizopus schipperae
Gilbertella_persicaria_Eddy_Hesseltine_NRRL_A-13613	NRRL_A-13613_plascf_1_covcut_10	NG_063235	1001	98.202	7274	8274	1	946	0.0	Poitrasia circinans
Gilbertella_persicaria_Eddy_Hesseltine_NRRL_A-13613	NRRL_A-13613_plascf_1_covcut_10	NG_063235	915	99.454	1	915	874	899	0.0	Poitrasia circinans
Gilbertella_persicaria_Eddy_Hesseltine_NRRL_A-13613	NRRL_A-13613_plascf_1_covcut_10	NG_065587	970	96.495	7307	8274	1	867	0.0	Mucor lanceolatus
Gilbertella_persicaria_Eddy_Hesseltine_NRRL_A-13613	NRRL_A-13613_plascf_1_covcut_10	NG_065587	910	98.242	1	909	844	861	0.0	Mucor lanceolatus
Gilbertella_persicaria_Eddy_Hesseltine_NRRL_A-13613	NRRL_A-13613_plascf_1_covcut_10	NG_065589	910	98.132	1	909	845	858	0.0	Mucor brunneogriseus
Gilbertella_persicaria_Eddy_Hesseltine_NRRL_A-13613	NRRL_A-13613_plascf_1_covcut_10	NG_065589	972	95.473	7307	8274	1	837	0.0	Mucor brunneogriseus
Gilbertella_persicaria_Eddy_Hesseltine_NRRL_A-13613	NRRL_A-13613_plascf_1_covcut_10	NG_065588	904	98.230	1	904	844	856	0.0	Mucor circinelloides
Gilbertella_persicaria_Eddy_Hesseltine_NRRL_A-13613	NRRL_A-13613_plascf_1_covcut_10	NG_065588	972	95.370	7307	8274	1	834	0.0	Mucor circinelloides
Gilbertella_persicaria_Eddy_Hesseltine_NRRL_A-13613	NRRL_A-13613_plascf_1_covcut_10	NG_065498	987	95.643	7292	8274	1	855	0.0	Mucor racemosus
Gilbertella_persicaria_Eddy_Hesseltine_NRRL_A-13613	NRRL_A-13613_plascf_1_covcut_10	NG_065498	903	98.007	1	901	859	847	0.0	Mucor racemosus
Gilbertella_persicaria_Eddy_Hesseltine_NRRL_A-13613	NRRL_A-13613_metscf_794	NG_063235	1001	98.202	750	1750	1000	946	0.0	Poitrasia circinans
Gilbertella_persicaria_Eddy_Hesseltine_NRRL_A-13613	NRRL_A-13613_metscf_794	NG_063235	843	99.407	8109	8951	1787	827	0.0	Poitrasia circinans
Gilbertella_persicaria_Eddy_Hesseltine_NRRL_A-13613	NRRL_A-13613_metscf_794	NG_065587	970	96.495	750	1717	970	867	0.0	Mucor lanceolatus
Gilbertella_persicaria_Eddy_Hesseltine_NRRL_A-13613	NRRL_A-13613_metscf_794	NG_065587	838	98.091	8115	8951	1752	789	0.0	Mucor lanceolatus
Gilbertella_persicaria_Eddy_Hesseltine_NRRL_A-13613	NRRL_A-13613_metscf_794	NG_065498	987	95.643	750	1732	985	855	0.0	Mucor racemosus
Gilbertella_persicaria_Eddy_Hesseltine_NRRL_A-13613	NRRL_A-13613_metscf_794	NG_065498	831	97.954	8123	8951	1760	778	0.0	Mucor racemosus
Gilbertella_persicaria_Eddy_Hesseltine_NRRL_A-13613	NRRL_A-13613_metscf_794	NG_062759	986	95.436	750	1732	984	848	0.0	Pilaira moreaui var. caucasica
Gilbertella_persicaria_Eddy_Hesseltine_NRRL_A-13613	NRRL_A-13613_metscf_794	NG_062759	226	99.115	8726	8951	1155	220	7.97e-113	Pilaira moreaui var. caucasica
Gilbertella_persicaria_Eddy_Hesseltine_NRRL_A-13613	NRRL_A-13613_metscf_794	NG_065582	984	95.427	750	1732	982	847	0.0	Mucor variisporus
Gilbertella_persicaria_Eddy_Hesseltine_NRRL_A-13613	NRRL_A-13613_metscf_794	NG_065582	225	100.000	8727	8951	1152	225	1.32e-115	Mucor variisporus
Gilbertella_persicaria_Eddy_Hesseltine_NRRL_A-13613	NRRL_A-13613_metscf_856	NG_063235	89	94.382	6656	6744	565	74	9.76e-32	Poitrasia circinans
Gilbertella_persicaria_Eddy_Hesseltine_NRRL_A-13613	NRRL_A-13613_metscf_3042	NG_062926	377	97.613	1	377	691	349	0.0	Emericellopsis maritima
Gilbertella_persicaria_Eddy_Hesseltine_NRRL_A-13613	NRRL_A-13613_metscf_3042	NG_062925	377	97.613	1	377	1020	349	0.0	Emericellopsis minima
Gilbertella_persicaria_Eddy_Hesseltine_NRRL_A-13613	NRRL_A-13613_metscf_3042	NG_062924	377	97.613	1	377	690	349	0.0	Emericellopsis alkalina
Gilbertella_persicaria_Eddy_Hesseltine_NRRL_A-13613	NRRL_A-13613_metscf_3042	NG_062927	377	97.613	1	377	703	349	0.0	Emericellopsis pallida
Gilbertella_persicaria_Eddy_Hesseltine_NRRL_A-13613	NRRL_A-13613_metscf_3042	NG_061110	377	97.347	1	377	758	346	0.0	Acremonium recifei
Backusella_lamprospora_NRRL_1401	NRRL_1401_metscf_451	NG_061009	124	93.548	1693	1816	367	100	1.52e-45	Backusella circina
Backusella_lamprospora_NRRL_1401	NRRL_1401_metscf_451	NG_062386	124	93.548	1693	1816	373	100	1.52e-45	Backusella variabilis
Backusella_lamprospora_NRRL_1401	NRRL_1401_metscf_451	NG_065587	124	91.129	1693	1816	357	91	1.53e-40	Mucor lanceolatus
Backusella_lamprospora_NRRL_1401	NRRL_1401_metscf_451	NG_065076	124	91.129	1693	1816	334	91	1.53e-40	Rhizopus sp. HBL-2016
Backusella_lamprospora_NRRL_1401	NRRL_1401_metscf_451	NG_062759	124	91.129	1693	1816	373	91	1.53e-40	Pilaira moreaui var. caucasica
Backusella_lamprospora_NRRL_1401	NRRL_1401_metscf_608	NG_062386	185	97.297	12752	12936	908	170	1.48e-84	Backusella variabilis
Backusella_lamprospora_NRRL_1401	NRRL_1401_metscf_608	NG_065560	185	96.757	12752	12936	901	167	6.90e-83	Helicostylum cordense
Backusella_lamprospora_NRRL_1401	NRRL_1401_metscf_608	NG_063098	185	96.757	12752	12936	819	167	6.90e-83	Benjaminiella youngii
Backusella_lamprospora_NRRL_1401	NRRL_1401_metscf_608	NG_065582	185	96.757	12752	12936	900	167	6.90e-83	Mucor variisporus
Backusella_lamprospora_NRRL_1401	NRRL_1401_metscf_608	NG_063235	185	96.757	12752	12936	918	167	6.90e-83	Poitrasia circinans
Backusella_lamprospora_NRRL_1401	NRRL_1401_metscf_1274	NG_062386	1788	97.595	6091	7868	1778	1649	0.0	Backusella variabilis
Backusella_lamprospora_NRRL_1401	NRRL_1401_metscf_1274	NG_061009	1768	97.342	6100	7865	1751	1617	0.0	Backusella circina
Backusella_lamprospora_NRRL_1401	NRRL_1401_metscf_1274	NG_063235	1807	94.300	6086	7886	1787	1485	0.0	Poitrasia circinans
Backusella_lamprospora_NRRL_1401	NRRL_1401_metscf_1274	NG_065498	1778	94.544	6100	7868	1760	1473	0.0	Mucor racemosus
Backusella_lamprospora_NRRL_1401	NRRL_1401_metscf_1274	NG_065589	1771	94.523	6092	7853	1753	1466	0.0	Mucor brunneogriseus
Coemansia_sp._BCRC_34490	BCRC_34490_plascf_1_covcut_434	NG_070867	1095	87.671	2093	3172	739	671	0.0	Pinnaticoemansia coronantispora
Coemansia_sp._BCRC_34490	BCRC_34490_plascf_1_covcut_434	NG_070867	639	88.263	1329	1961	1	405	0.0	Pinnaticoemansia coronantispora
Coemansia_sp._BCRC_34490	BCRC_34490_plascf_1_covcut_434	NG_070865	1090	87.339	2093	3170	743	659	0.0	Myconymphaea yatsukahoi
Coemansia_sp._BCRC_34490	BCRC_34490_plascf_1_covcut_434	NG_070865	634	88.170	1332	1957	1	402	0.0	Myconymphaea yatsukahoi
Coemansia_sp._BCRC_34490	BCRC_34490_plascf_1_covcut_434	NG_065602	1011	87.141	2095	3097	691	602	0.0	Coemansia sp. JLT-2013c
Coemansia_sp._BCRC_34490	BCRC_34490_plascf_1_covcut_434	NG_065602	596	83.221	1377	1959	1	282	2.95e-147	Coemansia sp. JLT-2013c
Coemansia_sp._BCRC_34490	BCRC_34490_plascf_1_covcut_434	NG_061005	1072	84.235	2095	3152	726	538	0.0	Spiromyces minutus
Coemansia_sp._BCRC_34490	BCRC_34490_plascf_1_covcut_434	NG_061005	607	83.526	1352	1948	1	296	4.87e-155	Spiromyces minutus
Coemansia_sp._BCRC_34490	BCRC_34490_plascf_1_covcut_434	NG_065474	765	83.660	2093	2847	690	378	0.0	Candida intermedia
Coemansia_sp._BCRC_34490	BCRC_34490_plascf_1_covcut_434	NG_065474	621	81.965	1333	1948	1	272	1.07e-141	Candida intermedia
Coemansia_sp._BCRC_34490	BCRC_34490_plascf_1_covcut_434	NG_065474	272	83.456	2921	3187	1478	132	7.16e-64	Candida intermedia
Coemansia_sp._BCRC_34490	BCRC_34490_metscf_608	NG_070867	1095	87.671	3859	4938	1810	671	0.0	Pinnaticoemansia coronantispora
Coemansia_sp._BCRC_34490	BCRC_34490_metscf_608	NG_070867	558	86.559	5252	5803	546	324	9.14e-171	Pinnaticoemansia coronantispora
Coemansia_sp._BCRC_34490	BCRC_34490_metscf_608	NG_070867	82	100.000	5070	5151	627	82	3.08e-36	Pinnaticoemansia coronantispora
Coemansia_sp._BCRC_34490	BCRC_34490_metscf_608	NG_070865	1090	87.339	3861	4938	1810	659	0.0	Myconymphaea yatsukahoi
Coemansia_sp._BCRC_34490	BCRC_34490_metscf_608	NG_070865	557	86.535	5252	5800	551	325	2.54e-171	Myconymphaea yatsukahoi
Coemansia_sp._BCRC_34490	BCRC_34490_metscf_608	NG_070865	78	100.000	5074	5151	628	78	5.15e-34	Myconymphaea yatsukahoi
Coemansia_sp._BCRC_34490	BCRC_34490_metscf_608	NG_065602	1011	87.141	3934	4936	1672	602	0.0	Coemansia sp. JLT-2013c
Coemansia_sp._BCRC_34490	BCRC_34490_metscf_608	NG_065602	517	81.625	5252	5755	503	218	7.69e-112	Coemansia sp. JLT-2013c
Coemansia_sp._BCRC_34490	BCRC_34490_metscf_608	NG_061005	1072	84.235	3879	4936	1758	538	0.0	Spiromyces minutus
Coemansia_sp._BCRC_34490	BCRC_34490_metscf_608	NG_061005	539	81.818	5252	5780	527	234	9.81e-121	Spiromyces minutus
Coemansia_sp._BCRC_34490	BCRC_34490_metscf_608	NG_065474	765	83.660	4184	4938	1440	378	0.0	Candida intermedia
Coemansia_sp._BCRC_34490	BCRC_34490_metscf_608	NG_065474	553	80.289	5252	5799	532	213	4.63e-109	Candida intermedia
Coemansia_sp._BCRC_34490	BCRC_34490_metscf_608	NG_065474	272	83.456	3844	4110	1745	132	4.93e-64	Candida intermedia
Coemansia_sp._BCRC_34490	BCRC_34490_metscf_6058	NG_070867	109	99.083	1	109	600	106	1.88e-51	Pinnaticoemansia coronantispora
Coemansia_sp._BCRC_34490	BCRC_34490_metscf_6058	NG_070865	109	99.083	1	109	605	106	1.88e-51	Myconymphaea yatsukahoi
Coemansia_sp._BCRC_34490	BCRC_34490_metscf_6058	NG_065604	108	98.148	1	108	588	102	3.14e-49	Coemansia sp. JLT-2013d
Coemansia_sp._BCRC_34490	BCRC_34490_metscf_6058	NG_067693	108	97.222	1	108	545	99	1.46e-47	N/A
Coemansia_sp._BCRC_34490	BCRC_34490_metscf_6058	NG_013153	108	97.222	1	108	571	99	1.46e-47	Protomyces inouyei
Mucor_aromaticus_NRRL_A-17745	NRRL_A-17745_metscf_387	NG_061009	147	95.918	31757	31903	391	129	1.15e-61	Backusella circina
Mucor_aromaticus_NRRL_A-17745	NRRL_A-17745_metscf_387	NG_062386	147	95.918	31757	31903	397	129	1.15e-61	Backusella variabilis
Mucor_aromaticus_NRRL_A-17745	NRRL_A-17745_metscf_387	NG_063235	145	94.483	31757	31901	413	121	3.22e-57	Poitrasia circinans
Mucor_aromaticus_NRRL_A-17745	NRRL_A-17745_metscf_387	NG_065587	147	93.878	31757	31903	381	120	1.16e-56	Mucor lanceolatus
Mucor_aromaticus_NRRL_A-17745	NRRL_A-17745_metscf_387	NG_065076	147	93.878	31757	31903	358	120	1.16e-56	Rhizopus sp. HBL-2016
Mucor_aromaticus_NRRL_A-17745	NRRL_A-17745_metscf_485	NG_061009	121	95.041	765	885	1439	102	1.07e-46	Backusella circina
Mucor_aromaticus_NRRL_A-17745	NRRL_A-17745_metscf_485	NG_062386	121	95.041	765	885	1455	102	1.07e-46	Backusella variabilis
Mucor_aromaticus_NRRL_A-17745	NRRL_A-17745_metscf_485	NG_065057	121	90.909	765	885	1366	87	2.33e-38	Entorrhiza parvula
Mucor_aromaticus_NRRL_A-17745	NRRL_A-17745_metscf_485	NG_063355	121	90.909	765	885	1358	87	2.33e-38	Rhizomucor pusillus
Mucor_aromaticus_NRRL_A-17745	NRRL_A-17745_metscf_485	NG_063234	122	89.344	765	885	1448	82	1.40e-35	Lichtheimia blakesleeana
Mucor_aromaticus_NRRL_A-17745	NRRL_A-17745_metscf_768	NG_062386	314	87.261	8798	9106	949	191	2.79e-96	Backusella variabilis
Mucor_aromaticus_NRRL_A-17745	NRRL_A-17745_metscf_768	NG_061009	316	84.494	8798	9106	938	164	2.84e-81	Backusella circina
Mucor_aromaticus_NRRL_A-17745	NRRL_A-17745_metscf_2041	NG_062386	1779	98.370	7172	8940	1778	1686	0.0	Backusella variabilis
Mucor_aromaticus_NRRL_A-17745	NRRL_A-17745_metscf_2041	NG_061009	1759	97.726	7181	8937	1751	1634	0.0	Backusella circina
Mucor_aromaticus_NRRL_A-17745	NRRL_A-17745_metscf_2041	NG_065587	1761	95.060	7173	8925	1752	1491	0.0	Mucor lanceolatus
Mucor_aromaticus_NRRL_A-17745	NRRL_A-17745_metscf_2041	NG_063235	1799	94.330	7167	8958	1787	1483	0.0	Poitrasia circinans
Mucor_aromaticus_NRRL_A-17745	NRRL_A-17745_metscf_2041	NG_065498	1770	94.520	7181	8940	1760	1469	0.0	Mucor racemosus
